stage,timestamp,seconds,available_commit_gib,available_ram_gib,child_tree_rss_gib
fit_s0_lr0,2026-09-09T15:26:10.939372+00:00,274.485885,6.6870269775390625,9.671459197998047,1.6815109252929688
fit_s0_lr0,2026-09-09T15:26:21.092427+00:00,284.63894,6.710693359375,9.688217163085938,1.6818161010742188
fit_s0_lr1,2026-09-09T15:26:25.244899+00:00,0.0,11.253135681152344,11.17136001586914,0.0
fit_s0_lr1,2026-09-09T15:26:35.487891+00:00,10.242992,9.534713745117188,10.681102752685547,0.6003227233886719
fit_s0_lr1,2026-09-09T15:26:45.644571+00:00,20.399672,7.150848388671875,9.87491226196289,1.4818840026855469
fit_s0_lr1,2026-09-09T15:26:55.810274+00:00,30.565375,7.184112548828125,9.889659881591797,1.4790496826171875
fit_s0_lr1,2026-09-09T15:27:05.971331+00:00,40.726432,6.726997375488281,9.696517944335938,1.674591064453125
fit_s0_lr1,2026-09-09T15:27:16.132040+00:00,50.887141,6.729515075683594,9.715595245361328,1.6746673583984375
fit_s0_lr1,2026-09-09T15:27:26.297147+00:00,61.052248,6.670722961425781,9.63299560546875,1.674652099609375
fit_s0_lr1,2026-09-09T15:27:36.452637+00:00,71.207738,6.722438812255859,9.679878234863281,1.6748733520507812
fit_s0_lr1,2026-09-09T15:27:46.627205+00:00,81.382306,6.712272644042969,9.667724609375,1.6752777099609375
fit_s0_lr1,2026-09-09T15:27:56.787676+00:00,91.542777,6.706428527832031,9.633689880371094,1.6807060241699219
fit_s0_lr1,2026-09-09T15:28:06.954785+00:00,101.709886,6.651851654052734,9.590896606445312,1.680755615234375
fit_s0_lr1,2026-09-09T15:28:17.114668+00:00,111.869769,6.6764068603515625,9.585227966308594,1.6764755249023438
fit_s0_lr1,2026-09-09T15:28:27.277655+00:00,122.032756,6.564205169677734,9.470199584960938,1.6767349243164062
fit_s0_lr1,2026-09-09T15:28:37.444846+00:00,132.199947,6.461421966552734,9.348812103271484,1.6821746826171875
fit_s0_lr1,2026-09-09T15:28:47.604603+00:00,142.359704,6.380470275878906,9.276901245117188,1.682159423828125
fit_s0_lr1,2026-09-09T15:28:57.756977+00:00,152.512078,6.397136688232422,9.274036407470703,1.682159423828125
fit_s0_lr1,2026-09-09T15:29:07.922827+00:00,162.677928,6.387260437011719,9.245929718017578,1.6785049438476562
fit_s0_lr1,2026-09-09T15:29:18.085040+00:00,172.840141,6.329433441162109,9.17428970336914,1.6788101196289062
fit_s0_lr1,2026-09-09T15:29:28.250853+00:00,183.005954,6.304939270019531,9.132335662841797,1.6788101196289062
fit_s0_lr1,2026-09-09T15:29:38.414740+00:00,193.169841,6.322483062744141,9.154598236083984,1.6788101196289062
fit_s0_lr1,2026-09-09T15:29:48.584701+00:00,203.339802,6.297798156738281,9.11922836303711,1.6787910461425781
fit_s0_lr1,2026-09-09T15:29:58.740437+00:00,213.495538,6.2881011962890625,9.117164611816406,1.6788215637207031
fit_s0_lr1,2026-09-09T15:30:08.915155+00:00,223.670256,6.252220153808594,9.09512710571289,1.6788253784179688
fit_s0_lr1,2026-09-09T15:30:19.077400+00:00,233.832501,6.2564544677734375,9.117473602294922,1.6788253784179688
fit_s0_lr1,2026-09-09T15:30:29.250464+00:00,244.005565,6.202201843261719,9.089588165283203,1.6788253784179688
fit_s0_lr1,2026-09-09T15:30:39.414838+00:00,254.169939,6.2080230712890625,9.096328735351562,1.6788253784179688
fit_s0_lr1,2026-09-09T15:30:49.579830+00:00,264.334931,6.101005554199219,9.034282684326172,1.6792831420898438
fit_s0_lr1,2026-09-09T15:30:53.617632+00:00,268.372733,5.981632232666016,9.029308319091797,1.6795082092285156
