cell,study_number,dataset,candidate_id,method,lr,seed,procedure,score,val_score,val_recent7_score,cal_score,cal_score_is_resubstitution,eval_first41_score,eval_last42_score,coverage80,width80_scaled,best_step,trainable,new_forecast,path,selector,relative_loss_over_f0,family_oracle,family_oracle_candidate_id,family_oracle_regret_over_f0,all_oracle_candidate_id,all_oracle_regret_over_f0
s12_bike,12,bike,s12_bike__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.3958734881509772,0.22659670556814088,0.22324304170023673,0.4018365910517241,True,0.41317146101842717,0.378987371780371,0.8534136546184738,1.9322123966015883,120,1206912,False,runs/peft_external_gap_v1/forecasts/bike/OFF_LORA_seed_12000,LORA_RECENT7,-0.03829422965764584,LORA,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334
s12_bike,12,bike,s12_bike__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.3958734881509772,0.22659670556814088,0.22324304170023673,0.4018365910517241,True,0.41317146101842717,0.378987371780371,0.8534136546184738,1.9322123966015883,120,1206912,False,runs/peft_external_gap_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_V,-0.03829422965764584,ALL,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334
s12_bike,12,bike,s12_bike__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.3958734881509772,0.22659670556814088,0.22324304170023673,0.4018365910517241,True,0.41317146101842717,0.378987371780371,0.8534136546184738,1.9322123966015883,120,1206912,False,runs/peft_external_gap_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_RECENT7,-0.03829422965764584,ALL,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.03868013740660334
s12_bike,12,bike,s12_bike__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,QCAL,0.41041841804450596,0.23138377237442995,0.22623079014540765,0.40733449780395964,True,0.41941355660435675,0.40163744945036584,0.8573042168674698,2.0598647849370493,40,3653280,False,runs/peft_external_gap_v1/forecasts/bike/H_seed_12000,HEAD_V,-0.0029598528263867774,HEAD,s12_bike__H_FULL__lr_3e-05__seed_12000,0.0,s12_bike__OFF_LORA__lr_1e-04__seed_12000,0.07401451423786237
s12_household,12,household,s12_household__F0__lr_0e+00__seed_12000,F0,0.0,12000,SORT,0.38064943608777235,0.44446069564016644,0.3600646201555815,0.43691210194091396,False,0.36540126008318785,0.39459538454876764,0.7330134854771784,1.7784480187679714,0,0,False,runs/peft_external_gap_v1/forecasts/household/F0_seed_12000,F0,0.0,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.02900778186578728,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.02900778186578728
s12_household,12,household,s12_household__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,SORT,0.37108512858279324,0.4273116228895526,0.3482267921212613,0.4309472232826268,False,0.3564784351404161,0.38444437849384533,0.7733402489626556,1.6593939546266183,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s12_household/s12_household__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.025126288385657114,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0038814934801302088,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0038814934801302088
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.3696076402784033,0.4204590542972432,0.3410358559491361,0.42595459946397,False,0.35465769200534003,0.38328083030768956,0.7538900414937759,1.5672427755712306,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,LORA_V,-0.02900778186578723,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.3696076402784033,0.4204590542972432,0.3410358559491361,0.42595459946397,False,0.35465769200534003,0.38328083030768956,0.7538900414937759,1.5672427755712306,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,LORA_RECENT7,-0.02900778186578723,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.3696076402784033,0.4204590542972432,0.3410358559491361,0.42595459946397,False,0.35465769200534003,0.38328083030768956,0.7538900414937759,1.5672427755712306,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,ALL_V,-0.02900778186578723,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.3696076402784033,0.4204590542972432,0.3410358559491361,0.42595459946397,False,0.35465769200534003,0.38328083030768956,0.7538900414937759,1.5672427755712306,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,ALL_RECENT7,-0.02900778186578723,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,SORT,0.37711163593452024,0.4307080817782504,0.34368217509802396,0.43106440022831605,False,0.36090855222977114,0.3919309408918926,0.7371628630705394,1.6278000149139615,120,3653280,False,runs/peft_external_gap_v1/forecasts/household/H_seed_12000,HEAD_V,-0.009294116364949367,HEAD,s12_household__H_FULL__lr_3e-05__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.019713665500837915
s12_household,12,household,s12_household__F0__lr_0e+00__seed_12000,F0,0.0,12000,QCAL,0.38172766734985697,0.44446069564016644,0.3600646201555815,0.43457916212288106,True,0.36632592348593207,0.39581406863950436,0.7760632780082988,1.8994760498547174,0,0,False,runs/peft_external_gap_v1/forecasts/household/F0_seed_12000,F0,0.0,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0185929576427044,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0185929576427044
s12_household,12,household,s12_household__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.3758114868383806,0.4273116228895526,0.3482267921212613,0.4255418141152363,True,0.36274222954781576,0.3877646010038329,0.7614107883817427,1.882144256241423,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s12_household/s12_household__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.015498432567252474,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0030945250754518955,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0030945250754518955
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.3746302209997727,0.4204590542972432,0.3410358559491361,0.4180668998690724,True,0.36159688929868894,0.3865504776995722,0.7786566390041494,1.8547835724012272,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,LORA_V,-0.01859295764270441,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.3746302209997727,0.4204590542972432,0.3410358559491361,0.4180668998690724,True,0.36159688929868894,0.3865504776995722,0.7786566390041494,1.8547835724012272,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,LORA_RECENT7,-0.01859295764270441,LORA,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.3746302209997727,0.4204590542972432,0.3410358559491361,0.4180668998690724,True,0.36159688929868894,0.3865504776995722,0.7786566390041494,1.8547835724012272,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,ALL_V,-0.01859295764270441,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.3746302209997727,0.4204590542972432,0.3410358559491361,0.4180668998690724,True,0.36159688929868894,0.3865504776995722,0.7786566390041494,1.8547835724012272,40,1206912,False,runs/peft_external_gap_v1/forecasts/household/OFF_LORA_seed_12000,ALL_RECENT7,-0.01859295764270441,ALL,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s12_household,12,household,s12_household__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,QCAL,0.37997063497222205,0.4307080817782504,0.34368217509802396,0.42618010269265416,True,0.36431649263840515,0.3942878793510156,0.7518153526970954,1.831091156125955,120,3653280,False,runs/peft_external_gap_v1/forecasts/household/H_seed_12000,HEAD_V,-0.00460284262294397,HEAD,s12_household__H_FULL__lr_3e-05__seed_12000,0.0,s12_household__OFF_LORA__lr_1e-04__seed_12000,0.013990115019760389
s13_bike,13,bike,s13_bike__F0__lr_0e+00__seed_12000,F0,0.0,12000,SORT,0.1679422747013316,0.21694819832532947,0.20992630945915125,0.23706693166196355,False,0.17904294472031795,0.15706295403466797,0.7610775427995972,0.6616674792915531,0,0,False,runs/peft_temporal_replication_v1/forecasts/bike/F0_seed_12000,F0,0.0,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.010301962126588056,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.010301962126588056
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,SORT,0.16621213974790544,0.20632395355723424,0.19393156348734514,0.21292737185890626,False,0.17427845522571334,0.15830666804831914,0.7690080563947633,0.6645904654466255,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s13_bike/s13_bike__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.010301962126588071,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.0,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.0
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.171382253458297,0.19849953331378575,0.17661918356175188,0.2115880477578847,False,0.17746642759957537,0.1654193988412715,0.7359013091641491,0.6324364431392088,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,LORA_V,0.02048310208423132,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.171382253458297,0.19849953331378575,0.17661918356175188,0.2115880477578847,False,0.17746642759957537,0.1654193988412715,0.7359013091641491,0.6324364431392088,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,LORA_RECENT7,0.02048310208423132,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.171382253458297,0.19849953331378575,0.17661918356175188,0.2115880477578847,False,0.17746642759957537,0.1654193988412715,0.7359013091641491,0.6324364431392088,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_V,0.02048310208423132,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.171382253458297,0.19849953331378575,0.17661918356175188,0.2115880477578847,False,0.17746642759957537,0.1654193988412715,0.7359013091641491,0.6324364431392088,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_RECENT7,0.02048310208423132,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.030785064210819345
s13_bike,13,bike,s13_bike__H_MLP__lr_1e-03__seed_12000,H_MLP,0.001,12000,SORT,0.17977741583144063,0.20340005082950363,0.1960286874095607,0.19929345123621145,False,0.1833141374135588,0.17631121711237568,0.707703927492447,0.648068273466466,120,589301,False,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12000,HEAD_V,0.07047148284228388,HEAD,s13_bike__H_FULL__lr_3e-05__seed_12000,0.052604629158014886,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.08077344496887201
s13_bike,13,bike,s13_bike__F0__lr_0e+00__seed_12000,F0,0.0,12000,QCAL,0.1687191915393212,0.21694819832532947,0.20992630945915125,0.2329473320389674,True,0.17916183145776954,0.15848477973489977,0.7716515609264853,0.7091678435716645,0,0,False,runs/peft_temporal_replication_v1/forecasts/bike/F0_seed_12000,F0,0.0,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.012213392265237622,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.012213392265237622
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.1666585578703777,0.20632395355723424,0.19393156348734514,0.21042372764190181,True,0.17435849466680717,0.15911215919551214,0.7380412890231621,0.696294247856587,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s13_bike/s13_bike__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.012213392265237655,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.0,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.0
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.17099645026403631,0.19849953331378575,0.17661918356175188,0.2098586324943143,True,0.17724047105662072,0.16487693636661824,0.7725327291037261,0.6911104427933176,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,LORA_V,0.013497330706355282,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.17099645026403631,0.19849953331378575,0.17661918356175188,0.2098586324943143,True,0.17724047105662072,0.16487693636661824,0.7725327291037261,0.6911104427933176,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,LORA_RECENT7,0.013497330706355282,LORA,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.17099645026403631,0.19849953331378575,0.17661918356175188,0.2098586324943143,True,0.17724047105662072,0.16487693636661824,0.7725327291037261,0.6911104427933176,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_V,0.013497330706355282,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947
s13_bike,13,bike,s13_bike__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,QCAL,0.17099645026403631,0.19849953331378575,0.17661918356175188,0.2098586324943143,True,0.17724047105662072,0.16487693636661824,0.7725327291037261,0.6911104427933176,80,1206912,False,runs/peft_temporal_replication_v1/forecasts/bike/OFF_LORA_seed_12000,ALL_RECENT7,0.013497330706355282,ALL,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.025710722971592947
s13_bike,13,bike,s13_bike__H_MLP__lr_1e-03__seed_12000,H_MLP,0.001,12000,QCAL,0.1793256990246265,0.20340005082950363,0.1960286874095607,0.19800627964870113,True,0.1829380128573429,0.1757854153780062,0.7161379657603222,0.6851998283604439,120,589301,False,runs/peft_temporal_replication_v1/forecasts/bike/H_seed_12000,HEAD_V,0.06286485484274862,HEAD,s13_bike__H_FULL__lr_3e-05__seed_12000,0.0521744528337995,s13_bike__OFF_LORA__lr_1e-05__seed_12000,0.07507824710798615
s13_household,13,household,s13_household__F0__lr_0e+00__seed_12000,F0,0.0,12000,SORT,0.47885084213219203,0.4237860399012622,0.4335822434039168,0.4801615324577806,False,0.44408372809605623,0.512790167738896,0.7654367469879517,2.197556882351203,0,0,False,runs/peft_temporal_replication_v1/forecasts/household/F0_seed_12000,F0,0.0,ALL,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.015524953184584474,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.015524953184584474
s13_household,13,household,s13_household__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,SORT,0.4726998943243589,0.42045959711448455,0.43179839667320485,0.47949691829075386,False,0.43736091553814116,0.5071974688537623,0.7895331325301205,2.1320743772763353,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s13_household/s13_household__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.012845227086674127,LORA,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.002679726097910343,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.002679726097910343
s13_household,13,household,s13_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.4714167052256909,0.419304831693731,0.43073811461639566,0.48124191886609174,False,0.43488555940933227,0.5070780618559456,0.7688253012048193,1.999112827385808,40,1206912,False,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000,LORA_V,-0.015524953184584467,LORA,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s13_household,13,household,s13_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.4714167052256909,0.419304831693731,0.43073811461639566,0.48124191886609174,False,0.43488555940933227,0.5070780618559456,0.7688253012048193,1.999112827385808,40,1206912,False,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000,LORA_RECENT7,-0.015524953184584467,LORA,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s13_household,13,household,s13_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.4714167052256909,0.419304831693731,0.43073811461639566,0.48124191886609174,False,0.43488555940933227,0.5070780618559456,0.7688253012048193,1.999112827385808,40,1206912,False,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000,ALL_V,-0.015524953184584467,ALL,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s13_household,13,household,s13_household__OFF_LORA__lr_1e-04__seed_12000,OFF_LORA,0.0001,12000,SORT,0.4714167052256909,0.419304831693731,0.43073811461639566,0.48124191886609174,False,0.43488555940933227,0.5070780618559456,0.7688253012048193,1.999112827385808,40,1206912,False,runs/peft_temporal_replication_v1/forecasts/household/OFF_LORA_seed_12000,ALL_RECENT7,-0.015524953184584467,ALL,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.0
s13_household,13,household,s13_household__H_FULL__lr_3e-05__seed_12000,H_FULL,3e-05,12000,SORT,0.47885084213219203,0.4237860399012622,0.4335822434039168,0.4801615324577806,False,0.44408372809605623,0.512790167738896,0.7654367469879517,2.197556882351203,0,3653280,False,runs/peft_temporal_replication_v1/forecasts/household/H_seed_12000,HEAD_V,0.0,HEAD,s13_household__H_FULL__lr_1e-04__seed_12000,0.0,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.015524953184584474
s13_household,13,household,s13_household__F0__lr_0e+00__seed_12000,F0,0.0,12000,QCAL,0.4871311903888714,0.4237860399012622,0.4335822434039168,0.47525148807089324,True,0.45251232599753116,0.5209257961042275,0.6519829317269077,2.093025355806046,0,0,False,runs/peft_temporal_replication_v1/forecasts/household/F0_seed_12000,F0,0.0,ALL,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.02203605464830119,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.02203605464830119
s13_household,13,household,s13_household__OFF_LORA__lr_1e-05__seed_12000,OFF_LORA,1e-05,12000,QCAL,0.4807282201789466,0.42045959711448455,0.43179839667320485,0.47252794837464746,True,0.4469132833022879,0.5137380395109231,0.6536144578313253,2.0881730646308903,200,1206912,True,runs/peft_selection_regret_v1/forecasts/s13_household/s13_household__OFF_LORA__lr_1e-05__seed_12000,FIXED_LOW,-0.013144241913176202,LORA,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.008891812735125014,s13_household__OFF_LORA__lr_1e-04__seed_12000,0.008891812735125014
