panel,method,seed,lr,source_path,raw_rescue_used,penaltyboundary,raw_source_candidate_count,raw_unique_penalty_count,raw_total_candidates_executed,raw_total_search_wall_seconds,lr_definition,selected_step,val_score,eval_score,coverage80,crossing_rate,median_mae_raw_macro,quantile_average_proxy_mse,proxy_mse_definition,trainable_parameters,ridge_coefficient_count,empirical_quantile_offset_count,parameter_count_definition,wall_seconds,wall_seconds_scope,peak_vram_gib
ettm2,H_MLP,2,0.001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_H_MLP_lr0.001_seed2,,,,,,,optimizer learning rate,150,0.373318802697601,0.3497508771586334,0.7728794642857143,0.01266508556547619,1.5827325582504272,6.260499000549316,Arithmetic mean of 21 quantiles; not an identified conditional mean,589301,,,Registered trainable neural-network scalars,11.402546600000278,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4775686264038086
ettm2,H_FULL,0,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_H_FULL_lr0.0001_seed0,,,,,,,optimizer learning rate,450,0.3698058686782285,0.3493600818536139,0.7659040178571429,0.006140718005952381,1.6180388927459717,6.534762382507324,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,12.076367499999833,One selected trial; cache-generation inclusion is recorded in trial metadata,0.5221214294433594
ettm2,H_FULL,1,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_H_FULL_lr0.0001_seed1,,,,,,,optimizer learning rate,300,0.3669052911453667,0.3465201994886404,0.7845052083333334,0.004836309523809524,1.593009352684021,6.414654731750488,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,11.738101699999788,One selected trial; cache-generation inclusion is recorded in trial metadata,0.5221214294433594
ettm2,H_FULL,2,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_H_FULL_lr0.0001_seed2,,,,,,,optimizer learning rate,450,0.36787460406640055,0.34875452602757834,0.7892020089285714,0.006043061755952381,1.613494634628296,6.402933597564697,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,12.019105399999717,One selected trial; cache-generation inclusion is recorded in trial metadata,0.5221214294433594
ettm2,OFF_LORA,0,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_OFF_LORA_lr0.0001_seed0,,,,,,,optimizer learning rate,100,0.36631715438695267,0.3395476297656147,0.7786923363095238,0.0003976004464285714,1.5578839778900146,6.133289813995361,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,191.93120130000034,One selected trial; cache-generation inclusion is recorded in trial metadata,1.1976871490478516
ettm2,OFF_LORA,1,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_OFF_LORA_lr0.0001_seed1,,,,,,,optimizer learning rate,100,0.37323399154021647,0.3408691546937579,0.7806454613095238,0.00034877232142857144,1.5755847692489624,6.3277907371521,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,190.58834920000027,One selected trial; cache-generation inclusion is recorded in trial metadata,1.1976871490478516
ettm2,OFF_LORA,2,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_OFF_LORA_lr0.0001_seed2,,,,,,,optimizer learning rate,100,0.3654068767527005,0.33991217348922004,0.7792503720238095,0.000244140625,1.5762943029403687,6.405402183532715,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,190.39073120000012,One selected trial; cache-generation inclusion is recorded in trial metadata,1.1976871490478516
ettm2,FULL,0,3e-06,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_FULL_lr3e-06_seed0,,,,,,,optimizer learning rate,50,0.3702826998484725,0.3389318924785895,0.7787388392857143,0.0009021577380952381,1.560048222541809,6.240875244140625,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,131.35598640000035,One selected trial; cache-generation inclusion is recorded in trial metadata,2.6706318855285645
ettm2,FULL,1,3e-06,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_FULL_lr3e-06_seed1,,,,,,,optimizer learning rate,0,0.38350059547636783,0.357772228887472,0.7572079613095238,0.0019507998511904762,1.669452428817749,7.128231525421143,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,132.24258610000015,One selected trial; cache-generation inclusion is recorded in trial metadata,2.6706318855285645
ettm2,FULL,2,3e-06,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\ettm2_FULL_lr3e-06_seed2,,,,,,,optimizer learning rate,50,0.37421500687405423,0.3437912769251507,0.7867373511904762,0.0006998697916666667,1.589063048362732,6.598381996154785,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,132.47319660000085,One selected trial; cache-generation inclusion is recorded in trial metadata,2.6706318855285645
jena,RAW_VARX_RIDGE,0,1000.0,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\raw_rescue\jena,True,True,4,4,7,9.98807110000007,ridge regularization lambda,0,0.3877436018163838,0.3056035164022197,0.8875558035714286,0.0,20.07741928100586,2893.490234375,Arithmetic mean of 21 quantiles; not an identified conditional mean,,1209600,63504,RAW closed-form coefficients/intercepts and empirical offsets are reported separately; no optimizer trainable-parameter count,6.2574814999998125,Selected RAW source run: 4 penalties including OOF calibration; all original/rescue costs recorded separately,
jena,F0,0,0,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_F0_lr0_seed0,,,,,,,optimizer learning rate,0,0.31301175417436755,0.2344002793502064,0.7799995866402116,0.010980902777777777,10.997111320495605,2677.96875,Arithmetic mean of 21 quantiles; not an identified conditional mean,0,,,Registered trainable neural-network scalars,34.98956510000016,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4955272674560547
jena,AFF,0,0.003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_AFF_lr0.003_seed0,,,,,,,optimizer learning rate,350,0.3110805390637585,0.23213716963688366,0.7181402943121693,0.010581493882275132,10.800925254821777,2117.892333984375,Arithmetic mean of 21 quantiles; not an identified conditional mean,42,,,Registered trainable neural-network scalars,13.283605399999942,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4603104591369629
jena,AFF,1,0.003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_AFF_lr0.003_seed1,,,,,,,optimizer learning rate,250,0.31126010491503553,0.23209308579208413,0.7235036375661376,0.010617662863756613,10.798452377319336,2160.3681640625,Arithmetic mean of 21 quantiles; not an identified conditional mean,42,,,Registered trainable neural-network scalars,12.795840199999475,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4603104591369629
jena,AFF,2,0.003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_AFF_lr0.003_seed2,,,,,,,optimizer learning rate,450,0.3106928409917617,0.23155014656272868,0.7027839781746031,0.010635747354497354,10.806760787963867,2078.950927734375,Arithmetic mean of 21 quantiles; not an identified conditional mean,42,,,Registered trainable neural-network scalars,12.87729969999964,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4603104591369629
jena,H_LIN,0,0.001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_LIN_lr0.001_seed0,,,,,,,optimizer learning rate,500,0.3033000952707598,0.22937246582045884,0.7668547453703703,0.07337704613095238,11.201606750488281,1779.1568603515625,Arithmetic mean of 21 quantiles; not an identified conditional mean,258384,,,Registered trainable neural-network scalars,12.83674370000017,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4805293083190918
jena,H_LIN,1,0.001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_LIN_lr0.001_seed1,,,,,,,optimizer learning rate,400,0.3035310096926812,0.23091012569260944,0.7422598379629629,0.08969442377645502,10.845542907714844,1787.2027587890625,Arithmetic mean of 21 quantiles; not an identified conditional mean,258384,,,Registered trainable neural-network scalars,12.27166380000017,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4805293083190918
jena,H_LIN,2,0.001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_LIN_lr0.001_seed2,,,,,,,optimizer learning rate,300,0.3031303249395241,0.22901788586224664,0.8256345072751323,0.07507492146164021,10.813472747802734,1770.6259765625,Arithmetic mean of 21 quantiles; not an identified conditional mean,258384,,,Registered trainable neural-network scalars,12.076514600000337,One selected trial; cache-generation inclusion is recorded in trial metadata,0.4805293083190918
jena,H_MLP,0,0.0003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_MLP_lr0.0003_seed0,,,,,,,optimizer learning rate,450,0.2985522841416623,0.2241990326302542,0.7568824404761905,0.05983641286375661,10.576066017150879,1761.4371337890625,Arithmetic mean of 21 quantiles; not an identified conditional mean,589301,,,Registered trainable neural-network scalars,13.517169600000216,One selected trial; cache-generation inclusion is recorded in trial metadata,0.48717641830444336
jena,H_MLP,1,0.0003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_MLP_lr0.0003_seed1,,,,,,,optimizer learning rate,400,0.2982653445908978,0.22699777847390432,0.7674024470899471,0.0623046875,10.873706817626953,1824.948486328125,Arithmetic mean of 21 quantiles; not an identified conditional mean,589301,,,Registered trainable neural-network scalars,12.9599077999992,One selected trial; cache-generation inclusion is recorded in trial metadata,0.48717641830444336
jena,H_MLP,2,0.0003,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_MLP_lr0.0003_seed2,,,,,,,optimizer learning rate,300,0.29859934927636905,0.22491860636437816,0.792906746031746,0.057529865244708996,10.610554695129395,1781.1591796875,Arithmetic mean of 21 quantiles; not an identified conditional mean,589301,,,Registered trainable neural-network scalars,13.191529699999592,One selected trial; cache-generation inclusion is recorded in trial metadata,0.48717641830444336
jena,H_FULL,0,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_FULL_lr0.0001_seed0,,,,,,,optimizer learning rate,450,0.2982852130871426,0.22459389215246167,0.7612020502645502,0.04319868138227513,10.634069442749023,1738.161865234375,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,13.905447300000105,One selected trial; cache-generation inclusion is recorded in trial metadata,0.526853084564209
jena,H_FULL,1,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_FULL_lr0.0001_seed1,,,,,,,optimizer learning rate,400,0.2978578475886953,0.22585149289734957,0.7975983796296297,0.0414010830026455,10.67430305480957,1765.889892578125,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,13.498047499999302,One selected trial; cache-generation inclusion is recorded in trial metadata,0.526853084564209
jena,H_FULL,2,0.0001,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_H_FULL_lr0.0001_seed2,,,,,,,optimizer learning rate,450,0.29864180671990226,0.22314182454143283,0.724578373015873,0.036704282407407404,10.574070930480957,1718.671142578125,Arithmetic mean of 21 quantiles; not an identified conditional mean,3653280,,,Registered trainable neural-network scalars,13.532132700000147,One selected trial; cache-generation inclusion is recorded in trial metadata,0.526853084564209
jena,OFF_LORA,0,3e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_OFF_LORA_lr3e-05_seed0,,,,,,,optimizer learning rate,200,0.29862658026797684,0.22790397827409872,0.8015666335978836,0.021419787533068783,10.606247901916504,1941.6815185546875,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,187.5208233000003,One selected trial; cache-generation inclusion is recorded in trial metadata,2.8754820823669434
jena,OFF_LORA,1,3e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_OFF_LORA_lr3e-05_seed1,,,,,,,optimizer learning rate,250,0.2955786936795377,0.2263953228219482,0.7684875165343915,0.02410352595899471,10.5894136428833,1923.7529296875,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,188.71147999999994,One selected trial; cache-generation inclusion is recorded in trial metadata,2.8754820823669434
jena,OFF_LORA,2,3e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_OFF_LORA_lr3e-05_seed2,,,,,,,optimizer learning rate,250,0.29887897052672874,0.22996636276403568,0.7827070932539683,0.02355324074074074,10.599852561950684,1876.9700927734375,Arithmetic mean of 21 quantiles; not an identified conditional mean,1206912,,,Registered trainable neural-network scalars,188.7843488999997,One selected trial; cache-generation inclusion is recorded in trial metadata,2.8754820823669434
jena,FULL,0,1e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_FULL_lr1e-05_seed0,,,,,,,optimizer learning rate,50,0.299028679803896,0.22980882303177244,0.6487371858465608,0.02216745205026455,10.76341438293457,1798.918212890625,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,157.20306840000012,One selected trial; cache-generation inclusion is recorded in trial metadata,4.722023963928223
jena,FULL,1,1e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_FULL_lr1e-05_seed1,,,,,,,optimizer learning rate,50,0.29476970898148036,0.2280153571493899,0.7091807208994709,0.022900132275132275,10.567771911621094,1676.1575927734375,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,156.68617489999997,One selected trial; cache-generation inclusion is recorded in trial metadata,4.722023963928223
jena,FULL,2,1e-05,E:\CODING\proj\mltimeseries\runs\peft_adaptation_scope_v1\trials\jena_FULL_lr1e-05_seed2,,,,,,,optimizer learning rate,50,0.31178367661527023,0.23148834533876317,0.7144717261904762,0.020140955687830687,10.851445198059082,1749.34912109375,Arithmetic mean of 21 quantiles; not an identified conditional mean,119477664,,,Registered trainable neural-network scalars,156.97983849999946,One selected trial; cache-generation inclusion is recorded in trial metadata,4.722023963928223
