condition,seed,split,predictor,mse,normalized_mse_train_var,oracle_population_mse,population_mse,population_excess_over_oracle_pct,train_examples_origins,train_transitions_full
ar_rho_zero,36000,devtest,lag1_linear,1.0180627093515,1.0249902162747964,1.0,1.0009799816221332,0.0979981622133197,1024,32704
ar_rho_zero,36000,devtest,lag1_quadratic,1.0188089741881923,1.0257415591432988,1.0,1.0015085621976791,0.1508562197679142,1024,32704
ar_rho_zero,36001,val,train_mean,0.9489109682092229,0.97860188825794,1.0,,,1024,32704
ar_rho_zero,36001,val,lag1_linear,0.9492321076883792,0.9789330760207811,1.0,1.0001391404647237,0.013914046472374153,1024,32704
ar_rho_zero,36001,val,lag1_quadratic,0.9542631634161588,0.9841215508093352,1.0,1.0012123864910052,0.12123864910051907,1024,32704
ar_rho_zero,36001,devtest,train_mean,1.008370235735252,1.0399216046747668,1.0,,,1024,32704
ar_rho_zero,36001,devtest,lag1_linear,1.008396299156264,1.039948483606375,1.0,1.0001391404647237,0.013914046472374153,1024,32704
ar_rho_zero,36001,devtest,lag1_quadratic,1.0084506692577142,1.0400045549194135,1.0,1.0012123864910052,0.12123864910051907,1024,32704
ar_rho_pos06,36000,val,train_mean,1.1207769173333288,1.0795032109860714,0.64,,,1024,32704
ar_rho_pos06,36000,val,lag1_linear,0.6347080201531756,0.6113342764269206,0.64,0.6403373884469917,0.052716944842456925,1024,32704
ar_rho_pos06,36000,val,lag1_quadratic,0.6347288110630165,0.6113543016911686,0.64,0.6403440313947713,0.0537549054330011,1024,32704
ar_rho_pos06,36000,devtest,train_mean,1.0249639323997322,0.9872186329488378,0.64,,,1024,32704
ar_rho_pos06,36000,devtest,lag1_linear,0.6517621468436455,0.6277603682193252,0.64,0.6403373884469917,0.052716944842456925,1024,32704
ar_rho_pos06,36000,devtest,lag1_quadratic,0.6517990699750971,0.6277959316203421,0.64,0.6403440313947713,0.0537549054330011,1024,32704
ar_rho_pos06,36001,val,train_mean,0.9589194862444624,0.9763197781255848,0.64,,,1024,32704
ar_rho_pos06,36001,val,lag1_linear,0.6078104892176478,0.6188396528466145,0.64,0.6403584000136672,0.05600000213550338,1024,32704
ar_rho_pos06,36001,val,lag1_quadratic,0.6099022402065664,0.6209693601793886,0.64,0.6406106537372509,0.0954146464454464,1024,32704
ar_rho_pos06,36001,devtest,train_mean,0.9841804660529335,1.0020391367950299,0.64,,,1024,32704
ar_rho_pos06,36001,devtest,lag1_linear,0.6458114082642344,0.6575301262224714,0.64,0.6403584000136672,0.05600000213550338,1024,32704
ar_rho_pos06,36001,devtest,lag1_quadratic,0.6459558579512737,0.6576771970541977,0.64,0.6406106537372509,0.0954146464454464,1024,32704
markov_forward,36000,val,train_mean,0.67523193359375,1.0109659142831033,0.4600000000000001,,,1024,32704
markov_forward,36000,val,lag1_linear,0.649648086189478,0.9726614497056024,0.4600000000000001,,,1024,32704
markov_forward,36000,val,lag1_quadratic,0.47395573491195797,0.7096126072190002,0.4600000000000001,0.4612402318101091,0.26961561089327013,1024,32704
markov_forward,36000,val,estimated_transition_full_train,0.4736990833166105,0.7092283451575753,0.4600000000000001,0.4600054120723025,0.0011765374570593679,1024,32704
markov_forward,36000,val,estimated_transition_origin_train,0.4739557349119578,0.709612607219,0.4600000000000001,0.4612402318101091,0.26961561089327013,1024,32704
markov_forward,36000,val,true_oracle_transition,0.4736718750000001,0.7091876085168602,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_forward,36000,devtest,train_mean,0.6708221435546875,1.0043635200584848,0.4600000000000001,,,1024,32704
markov_forward,36000,devtest,lag1_linear,0.6468697533326597,0.9685016941060309,0.4600000000000001,,,1024,32704
markov_forward,36000,devtest,lag1_quadratic,0.45792138674305416,0.6856057754179109,0.4600000000000001,0.4612402318101091,0.26961561089327013,1024,32704
markov_forward,36000,devtest,estimated_transition_full_train,0.4559369846790179,0.6826347031875198,0.4600000000000001,0.4600054120723025,0.0011765374570593679,1024,32704
markov_forward,36000,devtest,estimated_transition_origin_train,0.45792138674305405,0.6856057754179108,0.4600000000000001,0.4612402318101091,0.26961561089327013,1024,32704
markov_forward,36000,devtest,true_oracle_transition,0.45591796875,0.6826062322946176,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_forward,36001,val,train_mean,0.6915979385375977,1.0278741990030147,0.4600000000000001,,,1024,32704
markov_forward,36001,val,lag1_linear,0.6700155464510476,0.995797781850239,0.4600000000000001,,,1024,32704
markov_forward,36001,val,lag1_quadratic,0.4807673288749879,0.7145312406788391,0.4600000000000001,0.461661700883185,0.3612393224315058,1024,32704
markov_forward,36001,val,estimated_transition_full_train,0.47815121028011903,0.7106430844895888,0.4600000000000001,0.4600465522782433,0.010120060487661675,1024,32704
markov_forward,36001,val,estimated_transition_origin_train,0.4807673288749875,0.7145312406788386,0.4600000000000001,0.4616617008831847,0.3612393224314392,1024,32704
markov_forward,36001,val,true_oracle_transition,0.477734375,0.7100235710327174,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_forward,36001,devtest,train_mean,0.6641111373901367,0.987022466893542,0.4600000000000001,,,1024,32704
markov_forward,36001,devtest,lag1_linear,0.6378711236218694,0.9480237486629502,0.4600000000000001,,,1024,32704
markov_forward,36001,devtest,lag1_quadratic,0.46075201220619943,0.6847838593719698,0.4600000000000001,0.461661700883185,0.3612393224315058,1024,32704
markov_forward,36001,devtest,estimated_transition_full_train,0.45930096869268694,0.6826272737229091,0.4600000000000001,0.4600465522782433,0.010120060487661675,1024,32704
markov_forward,36001,devtest,estimated_transition_origin_train,0.46075201220619916,0.6847838593719694,0.4600000000000001,0.4616617008831847,0.3612393224314392,1024,32704
markov_forward,36001,devtest,true_oracle_transition,0.45922851562500006,0.6825195917378074,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_reverse,36000,val,train_mean,0.6696443557739258,1.0039892305074616,0.4600000000000001,,,1024,32704
markov_reverse,36000,val,lag1_linear,0.6559430705230315,0.9834470685114711,0.4600000000000001,,,1024,32704
markov_reverse,36000,val,lag1_quadratic,0.5231743769495347,0.7843886618408444,0.4600000000000001,0.4607673647957381,0.1668184338560863,1024,32704
markov_reverse,36000,val,estimated_transition_full_train,0.5180222089260974,0.7766640821222299,0.4600000000000001,0.46015176185628975,0.032991707889062916,1024,32704
markov_reverse,36000,val,estimated_transition_origin_train,0.5231743769495347,0.7843886618408444,0.4600000000000001,0.4607673647957382,0.1668184338561085,1024,32704
markov_reverse,36000,val,true_oracle_transition,0.51935546875,0.778663021548994,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_reverse,36000,devtest,train_mean,0.6830024719238281,1.0240168834529864,0.4600000000000001,,,1024,32704
markov_reverse,36000,devtest,lag1_linear,0.6610779655730168,0.9911457510815843,0.4600000000000001,,,1024,32704
markov_reverse,36000,devtest,lag1_quadratic,0.48647152126176463,0.7293605390445237,0.4600000000000001,0.4607673647957381,0.1668184338560863,1024,32704
markov_reverse,36000,devtest,estimated_transition_full_train,0.48507329814297745,0.7272642009793928,0.4600000000000001,0.46015176185628975,0.032991707889062916,1024,32704
markov_reverse,36000,devtest,estimated_transition_origin_train,0.48647152126176485,0.729360539044524,0.4600000000000001,0.4607673647957382,0.1668184338561085,1024,32704
markov_reverse,36000,devtest,true_oracle_transition,0.4855029296875,0.7279083420672221,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_reverse,36001,val,train_mean,0.6853303909301758,1.0316372923255377,0.4600000000000001,,,1024,32704
markov_reverse,36001,val,lag1_linear,0.6685699811270744,1.0064076162213307,0.4600000000000001,,,1024,32704
markov_reverse,36001,val,lag1_quadratic,0.47052874373948606,0.7082934093932458,0.4600000000000001,0.4608508446588301,0.1849662301804278,1024,32704
markov_reverse,36001,val,estimated_transition_full_train,0.4692275592758952,0.7063347184689852,0.4600000000000001,0.4600165612115105,0.0036002633718279498,1024,32704
markov_reverse,36001,val,estimated_transition_origin_train,0.4705287437394864,0.7082934093932463,0.4600000000000001,0.4608508446588304,0.1849662301805166,1024,32704
markov_reverse,36001,val,true_oracle_transition,0.46896484375,0.7059392491634163,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_reverse,36001,devtest,train_mean,0.659266471862793,0.9924029153740473,0.4600000000000001,,,1024,32704
markov_reverse,36001,devtest,lag1_linear,0.6378770924602007,0.9602051874701901,0.4600000000000001,,,1024,32704
markov_reverse,36001,devtest,lag1_quadratic,0.4517253273310955,0.6799883672606578,0.4600000000000001,0.4608508446588301,0.1849662301804278,1024,32704
markov_reverse,36001,devtest,estimated_transition_full_train,0.4506533060268031,0.6783746388016375,0.4600000000000001,0.4600165612115105,0.0036002633718279498,1024,32704
markov_reverse,36001,devtest,estimated_transition_origin_train,0.4517253273310958,0.6799883672606583,0.4600000000000001,0.4608508446588304,0.1849662301805166,1024,32704
markov_reverse,36001,devtest,true_oracle_transition,0.45059082031250003,0.6782805781938406,0.4600000000000001,0.4600000000000001,0.0,1024,32704
markov_balanced,36000,val,train_mean,0.7034540176391602,1.0612225225912173,0.64,,,1024,32704
markov_balanced,36000,val,lag1_linear,0.6739025536045072,1.016641528776772,0.64,,,1024,32704
markov_balanced,36000,val,lag1_quadratic,0.6760693104386108,1.0199102728533873,0.64,0.6408043251921672,0.12567581127613803,1024,32704
markov_balanced,36000,val,estimated_transition_full_train,0.6737962342536523,1.0164811366446849,0.64,0.6400234496017588,0.0036640002748056233,1024,32704
markov_balanced,36000,val,estimated_transition_origin_train,0.6760693104386108,1.0199102728533873,0.64,0.6408043251921671,0.12567581127611582,1024,32704
markov_balanced,36000,val,true_oracle_transition,0.6737500000000001,1.0164113881891204,0.64,0.64,0.0,1024,32704
markov_balanced,36000,devtest,train_mean,0.6523418426513672,0.9841152918191092,0.64,,,1024,32704
markov_balanced,36000,devtest,lag1_linear,0.627324596053521,0.9463745655212443,0.64,,,1024,32704
markov_balanced,36000,devtest,lag1_quadratic,0.6286029144179881,0.9483030216895199,0.64,0.6408043251921672,0.12567581127613803,1024,32704
markov_balanced,36000,devtest,estimated_transition_full_train,0.6268931772281996,0.9457237321154769,0.64,0.6400234496017588,0.0036640002748056233,1024,32704
markov_balanced,36000,devtest,estimated_transition_origin_train,0.6286029144179883,0.9483030216895202,0.64,0.6408043251921671,0.12567581127611582,1024,32704
markov_balanced,36000,devtest,true_oracle_transition,0.62689453125,0.9457257747769653,0.64,0.64,0.0,1024,32704
markov_balanced,36001,val,train_mean,0.6705331802368164,1.0473236163763249,0.64,,,1024,32704
markov_balanced,36001,val,lag1_linear,0.6536914010900178,1.0210179933853687,0.64,,,1024,32704
markov_balanced,36001,val,lag1_quadratic,0.6537034017142401,1.0210367374796652,0.64,0.6435651396066627,0.5570530635410575,1024,32704
markov_balanced,36001,val,estimated_transition_full_train,0.6494112598720796,1.0143327269271314,0.64,0.640115917747449,0.018112148038906817,1024,32704
markov_balanced,36001,val,estimated_transition_origin_train,0.6537034017142401,1.0210367374796652,0.64,0.6435651396066627,0.5570530635410575,1024,32704
markov_balanced,36001,val,true_oracle_transition,0.64953125,1.014520142700738,0.64,0.64,0.0,1024,32704
markov_balanced,36001,devtest,train_mean,0.664398193359375,1.0377412171270677,0.64,,,1024,32704
markov_balanced,36001,devtest,lag1_linear,0.6363470613259786,0.9939274075937489,0.64,,,1024,32704
markov_balanced,36001,devtest,lag1_quadratic,0.6359236424748256,0.9932660584234141,0.64,0.6435651396066627,0.5570530635410575,1024,32704
markov_balanced,36001,devtest,estimated_transition_full_train,0.6353472327485726,0.9923657487343387,0.64,0.640115917747449,0.018112148038906817,1024,32704
markov_balanced,36001,devtest,estimated_transition_origin_train,0.6359236424748255,0.993266058423414,0.64,0.6435651396066627,0.5570530635410575,1024,32704
markov_balanced,36001,devtest,true_oracle_transition,0.6345703125000001,0.9911522563250837,0.64,0.64,0.0,1024,32704
